,Learner,Method,PEHE,CATE true mean,CATE true var,Normalized PEHE,PO Sharing Scale
0,DRLearner,htce,0.08207188662891185,-0.46081431172564785,0.017135844039532465,0.6269626457798062,0.0
1,TARNet,htce,0.05416862727815139,-0.46081431172564785,0.017135844039532465,0.41380437652332613,0.0
2,TLearner,htce,0.05394911516211266,-0.46081431172564785,0.017135844039532465,0.412127482001885,0.0
3,SLearner,htce,0.09194496166787888,-0.46081431172564785,0.017135844039532465,0.7023849310795417,0.0
4,DRLearner,target,0.1268054638177104,-0.46081431172564785,0.017135844039532465,0.9686908923387726,0.0
5,TARNet,target,0.1355979406581255,-0.46081431172564785,0.017135844039532465,1.0358582838689483,0.0
6,TLearner,target,0.14589337830712965,-0.46081431172564785,0.017135844039532465,1.1145070769333298,0.0
7,SLearner,target,0.15733338994368454,-0.46081431172564785,0.017135844039532465,1.201899486904804,0.0
8,DRLearner,radial_gan,0.12728729669344138,-0.46081431172564785,0.017135844039532465,0.9723717046973076,0.0
9,TARNet,radial_gan,0.14447415238723918,-0.46081431172564785,0.017135844039532465,1.1036653420318643,0.0
10,TLearner,radial_gan,0.14100516190471166,-0.46081431172564785,0.017135844039532465,1.077165068424845,0.0
11,SLearner,radial_gan,0.11136900669816337,-0.46081431172564785,0.017135844039532465,0.8507688803726385,0.0
12,DRLearner,shared_source_target,0.518538796317515,-0.46081431172564785,0.017135844039532465,3.961215819841762,0.0
13,TARNet,shared_source_target,0.5173699339346296,-0.46081431172564785,0.017135844039532465,3.9522866592944994,0.0
14,TLearner,shared_source_target,0.5269483666999724,-0.46081431172564785,0.017135844039532465,4.025458116606506,0.0
15,SLearner,shared_source_target,0.5176662169190897,-0.46081431172564785,0.017135844039532465,3.9545500209822415,0.0
0,DRLearner,htce,0.048785212865262724,-0.6214479123980428,0.015949029524117055,0.38629676685833964,0.1
1,TARNet,htce,0.07073714523249972,-0.6214479123980428,0.015949029524117055,0.5601191200204942,0.1
2,TLearner,htce,0.051363316921446654,-0.6214479123980428,0.015949029524117055,0.4067110113196436,0.1
3,SLearner,htce,0.08039639631002639,-0.6214479123980428,0.015949029524117055,0.6366041293577881,0.1
4,DRLearner,target,0.13203453256131747,-0.6214479123980428,0.015949029524117055,1.0454912471726987,0.1
5,TARNet,target,0.1106628055348778,-0.6214479123980428,0.015949029524117055,0.8762631436632607,0.1
6,TLearner,target,0.11361712036845564,-0.6214479123980428,0.015949029524117055,0.8996563442145157,0.1
7,SLearner,target,0.15201493496963925,-0.6214479123980428,0.015949029524117055,1.203702401691594,0.1
8,DRLearner,radial_gan,0.09887575945139453,-0.6214479123980428,0.015949029524117055,0.7829295795475244,0.1
9,TARNet,radial_gan,0.10121577564272888,-0.6214479123980428,0.015949029524117055,0.8014585688870846,0.1
10,TLearner,radial_gan,0.11098413907582859,-0.6214479123980428,0.015949029524117055,0.878807564414181,0.1
11,SLearner,radial_gan,0.10784394668085429,-0.6214479123980428,0.015949029524117055,0.8539425264601196,0.1
12,DRLearner,shared_source_target,0.46397643920584936,-0.6214479123980428,0.015949029524117055,3.6739123975676304,0.1
13,TARNet,shared_source_target,0.46986440431731596,-0.6214479123980428,0.015949029524117055,3.7205351701732576,0.1
14,TLearner,shared_source_target,0.4684902167095134,-0.6214479123980428,0.015949029524117055,3.7096539174580743,0.1
15,SLearner,shared_source_target,0.4669946506808237,-0.6214479123980428,0.015949029524117055,3.6978115519629884,0.1
0,DRLearner,htce,0.1042498952933225,-0.9427151137428325,0.034664858225443546,0.5599263596848542,0.3
1,TARNet,htce,0.1207611908348729,-0.9427151137428325,0.034664858225443546,0.6486085552904094,0.3
2,TLearner,htce,0.10619088018610054,-0.9427151137428325,0.034664858225443546,0.57035139274756,0.3
3,SLearner,htce,0.10679062866380781,-0.9427151137428325,0.034664858225443546,0.5735726428112105,0.3
4,DRLearner,target,0.18431652872493637,-0.9427151137428325,0.034664858225443546,0.9899643799960053,0.3
5,TARNet,target,0.14932137509001223,-0.9427151137428325,0.034664858225443546,0.8020053520633378,0.3
6,TLearner,target,0.17454253488338353,-0.9427151137428325,0.034664858225443546,0.9374682429410512,0.3
7,SLearner,target,0.22132219810657386,-0.9427151137428325,0.034664858225443546,1.1887218913226258,0.3
8,DRLearner,radial_gan,0.40947731876609544,-0.9427151137428325,0.034664858225443546,2.1993033549348833,0.3
9,TARNet,radial_gan,0.14548227936562466,-0.9427151137428325,0.034664858225443546,0.7813855625912259,0.3
10,TLearner,radial_gan,0.13825729373087964,-0.9427151137428325,0.034664858225443546,0.7425801528221739,0.3
11,SLearner,radial_gan,0.17305964254114542,-0.9427151137428325,0.034664858225443546,0.9295036257233771,0.3
12,DRLearner,shared_source_target,0.34424892828804016,-0.9427151137428325,0.034664858225443546,1.8489615620178104,0.3
13,TARNet,shared_source_target,0.35043177815000714,-0.9427151137428325,0.034664858225443546,1.8821696588312269,0.3
14,TLearner,shared_source_target,0.35470443734869556,-0.9427151137428325,0.034664858225443546,1.905118118439405,0.3
15,SLearner,shared_source_target,0.36109837975619996,-0.9427151137428325,0.034664858225443546,1.939459993663311,0.3
0,DRLearner,htce,0.10932390180062061,-1.2639823150876222,0.08149996390297977,0.382945010363494,0.5
1,TARNet,htce,0.14486551581021337,-1.2639823150876222,0.08149996390297977,0.5074418817801483,0.5
2,TLearner,htce,0.10766099907915498,-1.2639823150876222,0.08149996390297977,0.3771201148976653,0.5
3,SLearner,htce,0.13693563561966213,-1.2639823150876222,0.08149996390297977,0.47966471684424883,0.5
4,DRLearner,target,0.2670764602162119,-1.2639823150876222,0.08149996390297977,0.9355282435113559,0.5
5,TARNet,target,0.2069799341925122,-1.2639823150876222,0.08149996390297977,0.725019247748226,0.5
6,TLearner,target,0.253488233512281,-1.2639823150876222,0.08149996390297977,0.8879307508290303,0.5
7,SLearner,target,0.532713183752934,-1.2639823150876222,0.08149996390297977,1.866013308279847,0.5
8,DRLearner,radial_gan,0.19054427050291398,-1.2639823150876222,0.08149996390297977,0.6674476161262346,0.5
9,TARNet,radial_gan,0.17467331993083915,-1.2639823150876222,0.08149996390297977,0.6118540887164107,0.5
10,TLearner,radial_gan,0.1819202453786124,-1.2639823150876222,0.08149996390297977,0.6372389670000473,0.5
11,SLearner,radial_gan,0.21934578569143967,-1.2639823150876222,0.08149996390297977,0.7683349458930513,0.5
12,DRLearner,shared_source_target,0.2468761148893001,-1.2639823150876222,0.08149996390297977,0.8647695043596173,0.5
13,TARNet,shared_source_target,0.26881827011031306,-1.2639823150876222,0.08149996390297977,0.9416295388087399,0.5
14,TLearner,shared_source_target,0.25882842890013885,-1.2639823150876222,0.08149996390297977,0.9066366435429207,0.5
15,SLearner,shared_source_target,0.26467662261842645,-1.2639823150876222,0.08149996390297977,0.9271219771906506,0.5
0,DRLearner,htce,0.171467264262248,-1.585249516432412,0.15645434655672572,0.43349830356790003,0.7
1,TARNet,htce,0.20689496519835013,-1.585249516432412,0.15645434655672572,0.523065535664298,0.7
2,TLearner,htce,0.15804707956222672,-1.585249516432412,0.15645434655672572,0.3995698022527485,0.7
3,SLearner,htce,0.19925742827878154,-1.585249516432412,0.15645434655672572,0.5037565479556795,0.7
4,DRLearner,target,0.36604920937568913,-1.585249516432412,0.15645434655672572,0.9254344377014084,0.7
5,TARNet,target,0.26201970927424906,-1.585249516432412,0.15645434655672572,0.6624302309857835,0.7
6,TLearner,target,0.3313999183544585,-1.585249516432412,0.15645434655672572,0.8378351577912722,0.7
7,SLearner,target,0.6720412878077516,-1.585249516432412,0.15645434655672572,1.699034270160623,0.7
8,DRLearner,radial_gan,0.24101892626233018,-1.585249516432412,0.15645434655672572,0.6093366924119089,0.7
9,TARNet,radial_gan,0.26867629543540505,-1.585249516432412,0.15645434655672572,0.6792592089299427,0.7
10,TLearner,radial_gan,0.2552678239478058,-1.585249516432412,0.15645434655672572,0.6453603206008974,0.7
11,SLearner,radial_gan,0.6404724968592321,-1.585249516432412,0.15645434655672572,1.6192230165038168,0.7
12,DRLearner,shared_source_target,0.1859088700193719,-1.585249516432412,0.15645434655672572,0.4700091304213263,0.7
13,TARNet,shared_source_target,0.16422188837947221,-1.585249516432412,0.15645434655672572,0.4151807654220103,0.7
14,TLearner,shared_source_target,0.1640636931371431,-1.585249516432412,0.15645434655672572,0.4147808210391729,0.7
15,SLearner,shared_source_target,0.1767275772925907,-1.585249516432412,0.15645434655672572,0.44679726640317363,0.7
0,DRLearner,htce,0.21646536160880328,-1.906516717777202,0.2595280061866816,0.42490935819764963,0.9
1,TARNet,htce,0.20925973806514417,-1.906516717777202,0.2595280061866816,0.4107651235145818,0.9
2,TLearner,htce,0.17923637241761597,-1.906516717777202,0.2595280061866816,0.35183094146618815,0.9
3,SLearner,htce,0.20708149422745983,-1.906516717777202,0.2595280061866816,0.40648935309020734,0.9
4,DRLearner,target,0.4937831933846165,-1.906516717777202,0.2595280061866816,0.9692687006848609,0.9
5,TARNet,target,0.2968189100612285,-1.906516717777202,0.2595280061866816,0.5826388648867015,0.9
6,TLearner,target,0.4181981651821535,-1.906516717777202,0.2595280061866816,0.8208995316678737,0.9
7,SLearner,target,0.8203059247518408,-1.906516717777202,0.2595280061866816,1.610214500008296,0.9
8,DRLearner,radial_gan,0.31781944588132005,-1.906516717777202,0.2595280061866816,0.623861738286872,0.9
9,TARNet,radial_gan,0.2683577507007812,-1.906516717777202,0.2595280061866816,0.5267712061189032,0.9
10,TLearner,radial_gan,0.2560807917989447,-1.906516717777202,0.2595280061866816,0.5026722246983758,0.9
11,SLearner,radial_gan,0.25511035066871524,-1.906516717777202,0.2595280061866816,0.5007673032146347,0.9
12,DRLearner,shared_source_target,0.14196690944394735,-1.906516717777202,0.2595280061866816,0.27867307697084354,0.9
13,TARNet,shared_source_target,0.1374420362954142,-1.906516717777202,0.2595280061866816,0.26979100488697993,0.9
14,TLearner,shared_source_target,0.20006841184510474,-1.906516717777202,0.2595280061866816,0.3927230659026107,0.9
15,SLearner,shared_source_target,0.16455549832088973,-1.906516717777202,0.2595280061866816,0.32301320941031375,0.9
0,DRLearner,htce,0.24947931028093454,-2.0671503184495963,0.321609564867738,0.4399163025475797,1.0
1,TARNet,htce,0.24718407933373315,-2.0671503184495963,0.321609564867738,0.43586903501806556,1.0
2,TLearner,htce,0.19715324707233686,-2.0671503184495963,0.321609564867738,0.3476477764414436,1.0
3,SLearner,htce,0.2743593185908042,-2.0671503184495963,0.321609564867738,0.4837881621046139,1.0
4,DRLearner,target,0.6168093294370048,-2.0671503184495963,0.321609564867738,1.0876432168953114,1.0
5,TARNet,target,0.38067222174523313,-2.0671503184495963,0.321609564867738,0.6712537247443765,1.0
6,TLearner,target,0.39820418291726967,-2.0671503184495963,0.321609564867738,0.7021684948971599,1.0
7,SLearner,target,0.844255577438568,-2.0671503184495963,0.321609564867738,1.4887077874863341,1.0
8,DRLearner,radial_gan,0.2745378000664287,-2.0671503184495963,0.321609564867738,0.48410288524033823,1.0
9,TARNet,radial_gan,0.2896390071897403,-2.0671503184495963,0.321609564867738,0.5107314148535216,1.0
10,TLearner,radial_gan,0.29794069772811427,-2.0671503184495963,0.321609564867738,0.5253700997305287,1.0
11,SLearner,radial_gan,0.3187316861412248,-2.0671503184495963,0.321609564867738,0.5620316358663537,1.0
12,DRLearner,shared_source_target,0.14726984237680266,-2.0671503184495963,0.321609564867738,0.2596864824670751,1.0
13,TARNet,shared_source_target,0.1679389321766911,-2.0671503184495963,0.321609564867738,0.2961330701682825,1.0
14,TLearner,shared_source_target,0.1571924331628805,-2.0671503184495963,0.321609564867738,0.2771833620495486,1.0
15,SLearner,shared_source_target,0.23543517388420176,-2.0671503184495963,0.321609564867738,0.4151517457225374,1.0
