,Learner,Method,PEHE,CATE true mean,CATE true var,Normalized PEHE,Selection bias source,Selection bias target
0,DRLearner,htce,0.05367693039921622,0.40338819442753393,0.11070041626140759,0.16132922409035014,0,0.0
1,TARNet,htce,0.047613597634910056,0.40338819442753393,0.11070041626140759,0.14310551489178175,0,0.0
2,TLearner,htce,0.03535047776948697,0.40338819442753393,0.11070041626140759,0.10624797482565768,0,0.0
3,SLearner,htce,0.07653843217489358,0.40338819442753393,0.11070041626140759,0.23004083475026305,0,0.0
4,DRLearner,target,0.16943514425393866,0.40338819442753393,0.11070041626140759,0.5092474579456132,0,0.0
5,TARNet,target,0.2381231527189629,0.40338819442753393,0.11070041626140759,0.7156933747958728,0,0.0
6,TLearner,target,0.26789446825472424,0.40338819442753393,0.11070041626140759,0.8051728439050732,0,0.0
7,SLearner,target,0.2648091567770695,0.40338819442753393,0.11070041626140759,0.7958997557633869,0,0.0
8,DRLearner,radial_gan,0.13891602310940615,0.40338819442753393,0.11070041626140759,0.4175204143619376,0,0.0
9,TARNet,radial_gan,0.1943545931932492,0.40338819442753393,0.11070041626140759,0.5841443518670429,0,0.0
10,TLearner,radial_gan,0.21291993223027625,0.40338819442753393,0.11070041626140759,0.6399435885138092,0,0.0
11,SLearner,radial_gan,0.2399528595812095,0.40338819442753393,0.11070041626140759,0.7211926681832485,0,0.0
12,DRLearner,shared_source_target,0.48975652316333257,0.40338819442753393,0.11070041626140759,1.4719925168500647,0,0.0
13,TARNet,shared_source_target,0.5040694343462863,0.40338819442753393,0.11070041626140759,1.5150108272945406,0,0.0
14,TLearner,shared_source_target,0.4750684368284784,0.40338819442753393,0.11070041626140759,1.427846595051811,0,0.0
15,SLearner,shared_source_target,0.5026124980409761,0.40338819442753393,0.11070041626140759,1.510631918106988,0,0.0
0,DRLearner,htce,0.04533605407590286,0.40338819442753393,0.11070041626140759,0.13626022153253312,0,0.5
1,TARNet,htce,0.06151720820528594,0.40338819442753393,0.11070041626140759,0.18489364786977863,0,0.5
2,TLearner,htce,0.06879723197407427,0.40338819442753393,0.11070041626140759,0.20677419463806174,0,0.5
3,SLearner,htce,0.07915615260475217,0.40338819442753393,0.11070041626140759,0.23790855003676745,0,0.5
4,DRLearner,target,0.16341135251919997,0.40338819442753393,0.11070041626140759,0.49114259167588614,0,0.5
5,TARNet,target,0.19726729388234546,0.40338819442753393,0.11070041626140759,0.592898647961929,0,0.5
6,TLearner,target,0.2955011460485307,0.40338819442753393,0.11070041626140759,0.8881463648397228,0,0.5
7,SLearner,target,0.24648626912682775,0.40338819442753393,0.11070041626140759,0.7408292212577229,0,0.5
8,DRLearner,radial_gan,0.21304726669455934,0.40338819442753393,0.11070041626140759,0.640326299860564,0,0.5
9,TARNet,radial_gan,0.19348915325630592,0.40338819442753393,0.11070041626140759,0.5815432203849435,0,0.5
10,TLearner,radial_gan,0.23330661892390697,0.40338819442753393,0.11070041626140759,0.701216994455527,0,0.5
11,SLearner,radial_gan,0.22810641562002573,0.40338819442753393,0.11070041626140759,0.6855874724637202,0,0.5
12,DRLearner,shared_source_target,0.4773126411591705,0.40338819442753393,0.11070041626140759,1.434591685366738,0,0.5
