,Learner,Method,PEHE,CATE true mean,CATE true var,Normalized PEHE,Selection bias source,Selection bias target
0,DRLearner,htce,0.08543988740739344,-1.2639823150876222,0.08149996390297977,0.2992829384039996,0,0.0
1,TARNet,htce,0.16607422225524043,-1.2639823150876222,0.08149996390297977,0.5817327566539636,0,0.0
2,TLearner,htce,0.13924641391874196,-1.2639823150876222,0.08149996390297977,0.48775902197893656,0,0.0
3,SLearner,htce,0.14783014504578684,-1.2639823150876222,0.08149996390297977,0.5178265273575727,0,0.0
4,DRLearner,target,0.2334831560625847,-1.2639823150876222,0.08149996390297977,0.8178560053697261,0,0.0
5,TARNet,target,0.22000177649422506,-1.2639823150876222,0.08149996390297977,0.7706327819621404,0,0.0
6,TLearner,target,0.25525306216327065,-1.2639823150876222,0.08149996390297977,0.8941126773328572,0,0.0
7,SLearner,target,0.3065781159926303,-1.2639823150876222,0.08149996390297977,1.0738965392959638,0,0.0
8,DRLearner,radial_gan,0.17507367919123554,-1.2639823150876222,0.08149996390297977,0.6132564863494665,0,0.0
9,TARNet,radial_gan,0.16609369302555735,-1.2639823150876222,0.08149996390297977,0.5818009598027535,0,0.0
10,TLearner,radial_gan,0.1905345153454717,-1.2639823150876222,0.08149996390297977,0.6674134452925349,0,0.0
11,SLearner,radial_gan,0.19475126118610586,-1.2639823150876222,0.08149996390297977,0.6821840650110557,0,0.0
12,DRLearner,shared_source_target,0.2364689629400175,-1.2639823150876222,0.08149996390297977,0.8283148330075026,0,0.0
13,TARNet,shared_source_target,0.2322243144419735,-1.2639823150876222,0.08149996390297977,0.8134464745213841,0,0.0
14,TLearner,shared_source_target,0.24614202947684286,-1.2639823150876222,0.08149996390297977,0.862198114743522,0,0.0
15,SLearner,shared_source_target,0.23306329188730185,-1.2639823150876222,0.08149996390297977,0.8163852849846435,0,0.0
0,DRLearner,htce,0.09044426607140901,-1.2639823150876222,0.08149996390297977,0.3168125161796751,0,0.5
1,TARNet,htce,0.11781501283028854,-1.2639823150876222,0.08149996390297977,0.41268808161962167,0,0.5
2,TLearner,htce,0.10286289847699125,-1.2639823150876222,0.08149996390297977,0.36031309781761583,0,0.5
3,SLearner,htce,0.1277577501514795,-1.2639823150876222,0.08149996390297977,0.44751597912230073,0,0.5
4,DRLearner,target,0.2801530760145749,-1.2639823150876222,0.08149996390297977,0.9813336409582581,0,0.5
5,TARNet,target,0.21497832949438397,-1.2639823150876222,0.08149996390297977,0.7530364107045268,0,0.5
6,TLearner,target,0.24006155644501673,-1.2639823150876222,0.08149996390297977,0.8408991419677957,0,0.5
7,SLearner,target,0.33419848224468024,-1.2639823150876222,0.08149996390297977,1.170646483877385,0,0.5
8,DRLearner,radial_gan,0.1852889415153429,-1.2639823150876222,0.08149996390297977,0.6490389975125368,0,0.5
9,TARNet,radial_gan,0.2091128675951911,-1.2639823150876222,0.08149996390297977,0.7324905892439142,0,0.5
10,TLearner,radial_gan,0.1742752796429643,-1.2639823150876222,0.08149996390297977,0.6104598140916053,0,0.5
11,SLearner,radial_gan,0.3149056175357918,-1.2639823150876222,0.08149996390297977,1.1030665113901166,0,0.5
12,DRLearner,shared_source_target,0.25526177196174304,-1.2639823150876222,0.08149996390297977,0.8941431864329837,0,0.5
13,TARNet,shared_source_target,0.24236045881416604,-1.2639823150876222,0.08149996390297977,0.8489518475251229,0,0.5
14,TLearner,shared_source_target,0.23615927492120736,-1.2639823150876222,0.08149996390297977,0.8272300429513538,0,0.5
15,SLearner,shared_source_target,0.2259877480218993,-1.2639823150876222,0.08149996390297977,0.7916007303334065,0,0.5
0,DRLearner,htce,0.0752891682687637,-1.2639823150876222,0.08149996390297977,0.26372651220885057,0,1.0
1,TARNet,htce,0.1526355928636885,-1.2639823150876222,0.08149996390297977,0.5346592806175476,0,1.0
2,TLearner,htce,0.10434610160988696,-1.2639823150876222,0.08149996390297977,0.36550853293969715,0,1.0
3,SLearner,htce,0.1436272185817137,-1.2639823150876222,0.08149996390297977,0.5031043148145481,0,1.0
4,DRLearner,target,0.2610268994049442,-1.2639823150876222,0.08149996390297977,0.914337551545472,0,1.0
5,TARNet,target,0.21590839515513519,-1.2639823150876222,0.08149996390297977,0.7562942893406612,0,1.0
6,TLearner,target,0.25628311032841783,-1.2639823150876222,0.08149996390297977,0.8977207794841741,0,1.0
7,SLearner,target,0.27599953724500087,-1.2639823150876222,0.08149996390297977,0.9667844260019487,0,1.0
8,DRLearner,radial_gan,0.20685406329678888,-1.2639823150876222,0.08149996390297977,0.7245783411333566,0,1.0
9,TARNet,radial_gan,0.17419501585083882,-1.2639823150876222,0.08149996390297977,0.610178662228188,0,1.0
10,TLearner,radial_gan,0.1888311542791877,-1.2639823150876222,0.08149996390297977,0.6614468303946279,0,1.0
11,SLearner,radial_gan,0.1810473755175532,-1.2639823150876222,0.08149996390297977,0.6341814365562575,0,1.0
12,DRLearner,shared_source_target,0.24141849498674395,-1.2639823150876222,0.08149996390297977,0.8456522914197063,0,1.0
13,TARNet,shared_source_target,0.2528221961060398,-1.2639823150876222,0.08149996390297977,0.885597723035157,0,1.0
14,TLearner,shared_source_target,0.2449375727845794,-1.2639823150876222,0.08149996390297977,0.8579790860324685,0,1.0
15,SLearner,shared_source_target,0.22789710603670968,-1.2639823150876222,0.08149996390297977,0.7982889212296908,0,1.0
0,DRLearner,htce,0.052948135500748124,-1.2639823150876222,0.08149996390297977,0.18546927034346453,0,2.0
1,TARNet,htce,0.14611271560553205,-1.2639823150876222,0.08149996390297977,0.5118106330840918,0,2.0
2,TLearner,htce,0.09105247284524035,-1.2639823150876222,0.08149996390297977,0.3189429720586901,0,2.0
3,SLearner,htce,0.14700550522442135,-1.2639823150876222,0.08149996390297977,0.5149379394116825,0,2.0
4,DRLearner,target,0.26567878926655275,-1.2639823150876222,0.08149996390297977,0.9306324146259388,0,2.0
5,TARNet,target,0.232154373161238,-1.2639823150876222,0.08149996390297977,0.8132014808463052,0,2.0
6,TLearner,target,0.23781016394565985,-1.2639823150876222,0.08149996390297977,0.8330128562626726,0,2.0
7,SLearner,target,0.6389426070533223,-1.2639823150876222,0.08149996390297977,2.238118830829393,0,2.0
8,DRLearner,radial_gan,0.32934279770016567,-1.2639823150876222,0.08149996390297977,1.1536377590002562,0,2.0
9,TARNet,radial_gan,0.1887275911113337,-1.2639823150876222,0.08149996390297977,0.6610840643596262,0,2.0
10,TLearner,radial_gan,0.15784318615848003,-1.2639823150876222,0.08149996390297977,0.5529006883554435,0,2.0
11,SLearner,radial_gan,0.1818723681871314,-1.2639823150876222,0.08149996390297977,0.6370712604758025,0,2.0
12,DRLearner,shared_source_target,0.23842614209732182,-1.2639823150876222,0.08149996390297977,0.8351705340969496,0,2.0
13,TARNet,shared_source_target,0.23531750771080592,-1.2639823150876222,0.08149996390297977,0.8242814603650982,0,2.0
14,TLearner,shared_source_target,0.23827265776658801,-1.2639823150876222,0.08149996390297977,0.8346329018165844,0,2.0
15,SLearner,shared_source_target,0.24984882254438115,-1.2639823150876222,0.08149996390297977,0.8751824474126266,0,2.0
0,DRLearner,htce,0.14828030682318008,-1.2639823150876222,0.08149996390297977,0.5194033756374986,0,5.0
1,TARNet,htce,0.1541527662619571,-1.2639823150876222,0.08149996390297977,0.5399737084156222,0,5.0
2,TLearner,htce,0.0925471985928165,-1.2639823150876222,0.08149996390297977,0.3241787691485163,0,5.0
3,SLearner,htce,0.1613870830931425,-1.2639823150876222,0.08149996390297977,0.5653144206319087,0,5.0
4,DRLearner,target,0.37021516770068436,-1.2639823150876222,0.08149996390297977,1.2968074583581723,0,5.0
5,TARNet,target,0.21739031597769493,-1.2639823150876222,0.08149996390297977,0.7614852327245516,0,5.0
6,TLearner,target,0.29166308658892154,-1.2639823150876222,0.08149996390297977,1.021651458435315,0,5.0
7,SLearner,target,0.7404633898842231,-1.2639823150876222,0.08149996390297977,2.593730701545378,0,5.0
8,DRLearner,radial_gan,0.44406084240796323,-1.2639823150876222,0.08149996390297977,1.5554776320375898,0,5.0
9,TARNet,radial_gan,0.3744476703513391,-1.2639823150876222,0.08149996390297977,1.3116332717871007,0,5.0
10,TLearner,radial_gan,0.29520755331380705,-1.2639823150876222,0.08149996390297977,1.0340671866003213,0,5.0
11,SLearner,radial_gan,0.5317774569298064,-1.2639823150876222,0.08149996390297977,1.862735599452426,0,5.0
12,DRLearner,shared_source_target,0.2367897672653994,-1.2639823150876222,0.08149996390297977,0.829438561795852,0,5.0
13,TARNet,shared_source_target,0.24266556242072132,-1.2639823150876222,0.08149996390297977,0.8500205790819907,0,5.0
14,TLearner,shared_source_target,0.23781851382165492,-1.2639823150876222,0.08149996390297977,0.8330421046090708,0,5.0
15,SLearner,shared_source_target,0.23213375595011013,-1.2639823150876222,0.08149996390297977,0.8131292618896179,0,5.0
0,DRLearner,htce,0.11259657371211895,-1.2639823150876222,0.08149996390297977,0.3944086826110384,0,10.0
1,TARNet,htce,0.19926042217811082,-1.2639823150876222,0.08149996390297977,0.6979789705566259,0,10.0
2,TLearner,htce,0.10032561433656664,-1.2639823150876222,0.08149996390297977,0.35142537715043676,0,10.0
3,SLearner,htce,0.17037437653473428,-1.2639823150876222,0.08149996390297977,0.5967955434554135,0,10.0
4,DRLearner,target,0.32471254462907556,-1.2639823150876222,0.08149996390297977,1.137418686308102,0,10.0
5,TARNet,target,0.3101014862222416,-1.2639823150876222,0.08149996390297977,1.086238369644771,0,10.0
6,TLearner,target,0.3544436533416686,-1.2639823150876222,0.08149996390297977,1.2415622408880163,0,10.0
7,SLearner,target,0.8916439559779065,-1.2639823150876222,0.08149996390297977,3.1232932445571366,0,10.0
