,Learner,Method,PEHE,CATE true mean,CATE true var,Normalized PEHE,Selection bias source,Selection bias target
6,TLearner,target,0.22442689157625262,0.4713363985855559,0.017715104869717235,1.6861764930047205,0,0.5
7,SLearner,target,0.1890018032729342,0.4713363985855559,0.017715104869717235,1.420018766806491,0,0.5
8,DRLearner,radial_gan,0.09124458779116683,0.4713363985855559,0.017715104869717235,0.6855438667210543,0,0.5
9,TARNet,radial_gan,0.10375378967400145,0.4713363985855559,0.017715104869717235,0.7795286918591752,0,0.5
10,TLearner,radial_gan,0.14317263436475858,0.4713363985855559,0.017715104869717235,1.0756925286976644,0,0.5
11,SLearner,radial_gan,0.11535607178182945,0.4713363985855559,0.017715104869717235,0.8666995973510504,0,0.5
12,DRLearner,shared_source_target,0.1641300778420843,0.4713363985855559,0.017715104869717235,1.2331511482808488,0,0.5
13,TARNet,shared_source_target,0.2093658912036024,0.4713363985855559,0.017715104869717235,1.5730193547886453,0,0.5
14,TLearner,shared_source_target,0.20920046718651844,0.4713363985855559,0.017715104869717235,1.5717764819447257,0,0.5
15,SLearner,shared_source_target,0.19901959254491564,0.4713363985855559,0.017715104869717235,1.495284973381164,0,0.5
0,DRLearner,htce,0.021152636429724387,0.4713363985855559,0.017715104869717235,0.15892515403288068,0,1.0
1,TARNet,htce,0.02412898305940365,0.4713363985855559,0.017715104869717235,0.18128720559787254,0,1.0
2,TLearner,htce,0.02643817567080387,0.4713363985855559,0.017715104869717235,0.19863675881681148,0,1.0
3,SLearner,htce,0.06318913523589555,0.4713363985855559,0.017715104869717235,0.47475609406576824,0,1.0
4,DRLearner,target,0.1031507898265883,0.4713363985855559,0.017715104869717235,0.7749982001660796,0,1.0
5,TARNet,target,0.1586686067567197,0.4713363985855559,0.017715104869717235,1.192117722666442,0,1.0
6,TLearner,target,0.21056800764717792,0.4713363985855559,0.017715104869717235,1.5820511623174804,0,1.0
7,SLearner,target,0.22696921657606012,0.4713363985855559,0.017715104869717235,1.7052776293353331,0,1.0
8,DRLearner,radial_gan,0.118614906411128,0.4713363985855559,0.017715104869717235,0.891184053326532,0,1.0
9,TARNet,radial_gan,0.10804056053229988,0.4713363985855559,0.017715104869717235,0.8117362949739051,0,1.0
10,TLearner,radial_gan,0.15898988603748285,0.4713363985855559,0.017715104869717235,1.194531575868736,0,1.0
11,SLearner,radial_gan,0.14204667522203593,0.4713363985855559,0.017715104869717235,1.0672329103996603,0,1.0
12,DRLearner,shared_source_target,0.17243012371645833,0.4713363985855559,0.017715104869717235,1.29551151047245,0,1.0
13,TARNet,shared_source_target,0.21444307603034993,0.4713363985855559,0.017715104869717235,1.6111655397015756,0,1.0
14,TLearner,shared_source_target,0.17127123361547691,0.4713363985855559,0.017715104869717235,1.2868044734835835,0,1.0
15,SLearner,shared_source_target,0.18888599958060234,0.4713363985855559,0.017715104869717235,1.419148704121749,0,1.0
0,DRLearner,htce,0.0308679776464107,0.4713363985855559,0.017715104869717235,0.23191899120649037,0,2.0
1,TARNet,htce,0.032291518889643545,0.4713363985855559,0.017715104869717235,0.24261441974583894,0,2.0
2,TLearner,htce,0.0289467360740845,0.4713363985855559,0.017715104869717235,0.21748421311957303,0,2.0
3,SLearner,htce,0.11859166728806542,0.4713363985855559,0.017715104869717235,0.8910094518661146,0,2.0
4,DRLearner,target,0.1029807684707465,0.4713363985855559,0.017715104869717235,0.7737207863431829,0,2.0
5,TARNet,target,0.17116644047792343,0.4713363985855559,0.017715104869717235,1.2860171359059436,0,2.0
6,TLearner,target,0.2432851880652309,0.4713363985855559,0.017715104869717235,1.827863685722553,0,2.0
7,SLearner,target,0.23893361488500997,0.4713363985855559,0.017715104869717235,1.7951692062306188,0,2.0
8,DRLearner,radial_gan,0.09215566191293183,0.4713363985855559,0.017715104869717235,0.6923889990343675,0,2.0
9,TARNet,radial_gan,0.13048574245312955,0.4713363985855559,0.017715104869717235,0.9803726730402946,0,2.0
10,TLearner,radial_gan,0.1320017717146959,0.4713363985855559,0.017715104869717235,0.9917629876572572,0,2.0
11,SLearner,radial_gan,0.1401625907752723,0.4713363985855559,0.017715104869717235,1.0530773032767533,0,2.0
12,DRLearner,shared_source_target,0.16998559009725445,0.4713363985855559,0.017715104869717235,1.2771451057331995,0,2.0
13,TARNet,shared_source_target,0.18852501637937352,0.4713363985855559,0.017715104869717235,1.4164365452355896,0,2.0
14,TLearner,shared_source_target,0.19129522841401364,0.4713363985855559,0.017715104869717235,1.4372498549982564,0,2.0
15,SLearner,shared_source_target,0.17982892687274799,0.4713363985855559,0.017715104869717235,1.3511006061948132,0,2.0
0,DRLearner,htce,0.044262860431229394,0.4713363985855559,0.017715104869717235,0.3325581629193013,0,5.0
1,TARNet,htce,0.10402501632186555,0.4713363985855559,0.017715104869717235,0.7815664868608919,0,5.0
2,TLearner,htce,0.04678045003015882,0.4713363985855559,0.017715104869717235,0.351473455872533,0,5.0
3,SLearner,htce,0.11864781975688059,0.4713363985855559,0.017715104869717235,0.8914313396901419,0,5.0
4,DRLearner,target,0.11509782153191109,0.4713363985855559,0.017715104869717235,0.864759297337685,0,5.0
5,TARNet,target,0.1854443650025296,0.4713363985855559,0.017715104869717235,1.393290825494549,0,5.0
6,TLearner,target,0.2250516332250053,0.4713363985855559,0.017715104869717235,1.6908703363981261,0,5.0
7,SLearner,target,0.24455122842140145,0.4713363985855559,0.017715104869717235,1.8373757699152122,0,5.0
8,DRLearner,radial_gan,0.13576460616749236,0.4713363985855559,0.017715104869717235,1.0200341228889187,0,5.0
9,TARNet,radial_gan,0.12252135585727074,0.4713363985855559,0.017715104869717235,0.9205342046427756,0,5.0
10,TLearner,radial_gan,0.13389778259690385,0.4713363985855559,0.017715104869717235,1.006008201132372,0,5.0
11,SLearner,radial_gan,0.14930782043217258,0.4713363985855559,0.017715104869717235,1.1217877468527877,0,5.0
12,DRLearner,shared_source_target,0.17214349803552187,0.4713363985855559,0.017715104869717235,1.293358018606604,0,5.0
13,TARNet,shared_source_target,0.19027990645482523,0.4713363985855559,0.017715104869717235,1.4296214820862994,0,5.0
14,TLearner,shared_source_target,0.19080211954698745,0.4713363985855559,0.017715104869717235,1.4335450022765883,0,5.0
15,SLearner,shared_source_target,0.17785465060758643,0.4713363985855559,0.017715104869717235,1.336267364930223,0,5.0
0,DRLearner,htce,0.04292205658536439,0.4713363985855559,0.017715104869717235,0.32248436155463844,0,10.0
1,TARNet,htce,0.11364254418045742,0.4713363985855559,0.017715104869717235,0.8538254273206439,0,10.0
2,TLearner,htce,0.04089405861339575,0.4713363985855559,0.017715104869717235,0.30724749540113244,0,10.0
3,SLearner,htce,0.11148687765166511,0.4713363985855559,0.017715104869717235,0.8376293547284621,0,10.0
4,DRLearner,target,0.1263108214150272,0.4713363985855559,0.017715104869717235,0.9490054261602244,0,10.0
5,TARNet,target,0.17720935949766384,0.4713363985855559,0.017715104869717235,1.3314191281923957,0,10.0
6,TLearner,target,0.22129549607101878,0.4713363985855559,0.017715104869717235,1.6626495196810627,0,10.0
7,SLearner,target,0.25600415587528036,0.4713363985855559,0.017715104869717235,1.9234245357880737,0,10.0
8,DRLearner,radial_gan,0.14040128468829421,0.4713363985855559,0.017715104869717235,1.0548706715417329,0,10.0
9,TARNet,radial_gan,0.16264169004537593,0.4713363985855559,0.017715104869717235,1.2219685110413536,0,10.0
10,TLearner,radial_gan,0.20737919947290273,0.4713363985855559,0.017715104869717235,1.5580928329639891,0,10.0
11,SLearner,radial_gan,0.24196207896631958,0.4713363985855559,0.017715104869717235,1.8179228295061005,0,10.0
12,DRLearner,shared_source_target,0.16704560480604996,0.4713363985855559,0.017715104869717235,1.2550562461808035,0,10.0
13,TARNet,shared_source_target,0.1998244477776181,0.4713363985855559,0.017715104869717235,1.501332056082007,0,10.0
14,TLearner,shared_source_target,0.19132536521911836,0.4713363985855559,0.017715104869717235,1.4374762805036176,0,10.0
15,SLearner,shared_source_target,0.19064744035670023,0.4713363985855559,0.017715104869717235,1.4323828580576514,0,10.0
0,DRLearner,htce,0.028512245045630023,0.4713363985855559,0.017715104869717235,0.21421977117388727,2,0.0
1,TARNet,htce,0.019630612160097892,0.4713363985855559,0.017715104869717235,0.1474897973908942,2,0.0
2,TLearner,htce,0.031785258452634635,0.4713363985855559,0.017715104869717235,0.2388107559236152,2,0.0
3,SLearner,htce,0.05206289247270667,0.4713363985855559,0.017715104869717235,0.3911617936190293,2,0.0
4,DRLearner,target,0.1127883474299345,0.4713363985855559,0.017715104869717235,0.847407629208231,2,0.0
5,TARNet,target,0.15485377236019054,0.4713363985855559,0.017715104869717235,1.1634558985911045,2,0.0
6,TLearner,target,0.2434381921904974,0.4713363985855559,0.017715104869717235,1.8290132447506406,2,0.0
7,SLearner,target,0.1943379214717566,0.4713363985855559,0.017715104869717235,1.460110384203829,2,0.0
8,DRLearner,radial_gan,0.07653048671956314,0.4713363985855559,0.017715104869717235,0.5749930714559337,2,0.0
9,TARNet,radial_gan,0.13532381390408788,0.4713363985855559,0.017715104869717235,1.01672233815746,2,0.0
10,TLearner,radial_gan,0.13615669880350387,0.4713363985855559,0.017715104869717235,1.0229800148953507,2,0.0
11,SLearner,radial_gan,0.1417022141398533,0.4713363985855559,0.017715104869717235,1.0646448864090772,2,0.0
12,DRLearner,shared_source_target,0.23398836220102529,0.4713363985855559,0.017715104869717235,1.7580142611652665,2,0.0
13,TARNet,shared_source_target,0.24321976156005976,0.4713363985855559,0.017715104869717235,1.827372119697358,2,0.0
14,TLearner,shared_source_target,0.24319522231885957,0.4713363985855559,0.017715104869717235,1.8271877501176819,2,0.0
15,SLearner,shared_source_target,0.23564676645806634,0.4713363985855559,0.017715104869717235,1.7704742754464493,2,0.0
0,DRLearner,htce,0.025323209185068828,0.4713363985855559,0.017715104869717235,0.19025973115524117,2,0.5
1,TARNet,htce,0.014263185608595621,0.4713363985855559,0.017715104869717235,0.10716295235237311,2,0.5
2,TLearner,htce,0.02383920007884068,0.4713363985855559,0.017715104869717235,0.1791099921344311,2,0.5
3,SLearner,htce,0.047942749209069116,0.4713363985855559,0.017715104869717235,0.3602061061336152,2,0.5
4,DRLearner,target,0.10575405248317025,0.4713363985855559,0.017715104869717235,0.794557176658672,2,0.5
5,TARNet,target,0.1671155200490773,0.4713363985855559,0.017715104869717235,1.255581537238695,2,0.5
6,TLearner,target,0.22442689157625262,0.4713363985855559,0.017715104869717235,1.6861764930047205,2,0.5
7,SLearner,target,0.1890018032729342,0.4713363985855559,0.017715104869717235,1.420018766806491,2,0.5
8,DRLearner,radial_gan,0.08459185843928617,0.4713363985855559,0.017715104869717235,0.6355602138322367,2,0.5
9,TARNet,radial_gan,0.14525224854437116,0.4713363985855559,0.017715104869717235,1.0913172005877112,2,0.5
10,TLearner,radial_gan,0.13486532727457873,0.4713363985855559,0.017715104869717235,1.0132776111392068,2,0.5
11,SLearner,radial_gan,0.1411660498622882,0.4713363985855559,0.017715104869717235,1.0606165474035798,2,0.5
12,DRLearner,shared_source_target,0.24003720231945336,0.4713363985855559,0.017715104869717235,1.8034607401767706,2,0.5
13,TARNet,shared_source_target,0.2623830511335142,0.4713363985855559,0.017715104869717235,1.9713508032697877,2,0.5
14,TLearner,shared_source_target,0.2665707329383054,0.4713363985855559,0.017715104869717235,2.002813925045564,2,0.5
15,SLearner,shared_source_target,0.2553051018484503,0.4713363985855559,0.017715104869717235,1.9181723645393325,2,0.5
0,DRLearner,htce,0.019670214280889668,0.4713363985855559,0.017715104869717235,0.1477873382278377,2,1.0
1,TARNet,htce,0.02207257653815191,0.4713363985855559,0.017715104869717235,0.16583689876591176,2,1.0
2,TLearner,htce,0.024129681923043246,0.4713363985855559,0.017715104869717235,0.18129245633869343,2,1.0
3,SLearner,htce,0.057069188539970984,0.4713363985855559,0.017715104869717235,0.42877537319656817,2,1.0
4,DRLearner,target,0.10342525145253324,0.4713363985855559,0.017715104869717235,0.7770603003834369,2,1.0
5,TARNet,target,0.157128325251699,0.4713363985855559,0.017715104869717235,1.1805451947570875,2,1.0
6,TLearner,target,0.20908502793704806,0.4713363985855559,0.017715104869717235,1.57090915741218,2,1.0
7,SLearner,target,0.22793058581366893,0.4713363985855559,0.017715104869717235,1.7125006416854511,2,1.0
8,DRLearner,radial_gan,0.09991852513969017,0.4713363985855559,0.017715104869717235,0.7507133709464711,2,1.0
9,TARNet,radial_gan,0.11728928957012946,0.4713363985855559,0.017715104869717235,0.881224355803994,2,1.0
10,TLearner,radial_gan,0.13818808296374224,0.4713363985855559,0.017715104869717235,1.0382423223452237,2,1.0
11,SLearner,radial_gan,0.14229050851345992,0.4713363985855559,0.017715104869717235,1.0690648921257513,2,1.0
12,DRLearner,shared_source_target,0.23600230853937113,0.4713363985855559,0.017715104869717235,1.7731455538104612,2,1.0
13,TARNet,shared_source_target,0.2390413261565592,0.4713363985855559,0.017715104869717235,1.7959784684934537,2,1.0
14,TLearner,shared_source_target,0.24842302089000246,0.4713363985855559,0.017715104869717235,1.8664655345173724,2,1.0
15,SLearner,shared_source_target,0.24828222747755968,0.4713363985855559,0.017715104869717235,1.8654077176899704,2,1.0
0,DRLearner,htce,0.03510924521902691,0.4713363985855559,0.017715104869717235,0.26378471652692864,2,2.0
1,TARNet,htce,0.034084913016733824,0.4713363985855559,0.017715104869717235,0.2560886473598007,2,2.0
2,TLearner,htce,0.030192768178294666,0.4713363985855559,0.017715104869717235,0.22684597021067693,2,2.0
3,SLearner,htce,0.09571800346211523,0.4713363985855559,0.017715104869717235,0.7191537799307165,2,2.0
4,DRLearner,target,0.10241577618528061,0.4713363985855559,0.017715104869717235,0.7694758551596224,2,2.0
5,TARNet,target,0.16989335388507726,0.4713363985855559,0.017715104869717235,1.2764521115394794,2,2.0
6,TLearner,target,0.24142677329487286,0.4713363985855559,0.017715104869717235,1.8139009414274212,2,2.0
7,SLearner,target,0.2401892213556404,0.4713363985855559,0.017715104869717235,1.8046028979792847,2,2.0
8,DRLearner,radial_gan,0.12296242244477651,0.4713363985855559,0.017715104869717235,0.9238480504411939,2,2.0
9,TARNet,radial_gan,0.1496362230614543,0.4713363985855559,0.017715104869717235,1.1242551195898363,2,2.0
10,TLearner,radial_gan,0.12650346949358957,0.4713363985855559,0.017715104869717235,0.9504528403235313,2,2.0
11,SLearner,radial_gan,0.1492233968889308,0.4713363985855559,0.017715104869717235,1.1211534512339756,2,2.0
12,DRLearner,shared_source_target,0.23644823941919926,0.4713363985855559,0.017715104869717235,1.7764959462780932,2,2.0
13,TARNet,shared_source_target,0.2621395880639745,0.4713363985855559,0.017715104869717235,1.969521603115166,2,2.0
14,TLearner,shared_source_target,0.23826837514450958,0.4713363985855559,0.017715104869717235,1.7901710903418944,2,2.0
15,SLearner,shared_source_target,0.25316049291284526,0.4713363985855559,0.017715104869717235,1.9020593704658195,2,2.0
0,DRLearner,htce,0.039284652869294445,0.4713363985855559,0.017715104869717235,0.295155619448342,2,5.0
1,TARNet,htce,0.11285610888162043,0.4713363985855559,0.017715104869717235,0.8479167382822915,2,5.0
2,TLearner,htce,0.045428662035759224,0.4713363985855559,0.017715104869717235,0.3413171277976144,2,5.0
3,SLearner,htce,0.12461631883209735,0.4713363985855559,0.017715104869717235,0.9362741959471049,2,5.0
4,DRLearner,target,0.11468992693483554,0.4713363985855559,0.017715104869717235,0.861694681166326,2,5.0
5,TARNet,target,0.1823409944186954,0.4713363985855559,0.017715104869717235,1.369974410555185,2,5.0
6,TLearner,target,0.22501770864405274,0.4713363985855559,0.017715104869717235,1.690615452366469,2,5.0
7,SLearner,target,0.24815812430835765,0.4713363985855559,0.017715104869717235,1.8644752989181106,2,5.0
8,DRLearner,radial_gan,0.12299899824210568,0.4713363985855559,0.017715104869717235,0.9241228537378764,2,5.0
9,TARNet,radial_gan,0.18741305700437721,0.4713363985855559,0.017715104869717235,1.4080821107641843,2,5.0
10,TLearner,radial_gan,0.14506096026106202,0.4713363985855559,0.017715104869717235,1.0898800029130578,2,5.0
11,SLearner,radial_gan,0.18599285392983803,0.4713363985855559,0.017715104869717235,1.3974117627378768,2,5.0
12,DRLearner,shared_source_target,0.24528411088652372,0.4713363985855559,0.017715104869717235,1.842882102851275,2,5.0
13,TARNet,shared_source_target,0.2615963297371918,0.4713363985855559,0.017715104869717235,1.9654399647080378,2,5.0
14,TLearner,shared_source_target,0.2511080587713645,0.4713363985855559,0.017715104869717235,1.8866389091365259,2,5.0
15,SLearner,shared_source_target,0.25558393056809464,0.4713363985855559,0.017715104869717235,1.920267275845802,2,5.0
0,DRLearner,htce,0.041408411844538875,0.4713363985855559,0.017715104869717235,0.31111196245034917,2,10.0
1,TARNet,htce,0.11990909224292917,0.4713363985855559,0.017715104869717235,0.9009076016581786,2,10.0
2,TLearner,htce,0.04690717446744473,0.4713363985855559,0.017715104869717235,0.35242556890025434,2,10.0
3,SLearner,htce,0.09915196486815715,0.4713363985855559,0.017715104869717235,0.7449540080588417,2,10.0
4,DRLearner,target,0.12721500797396304,0.4713363985855559,0.017715104869717235,0.9557988104568226,2,10.0
5,TARNet,target,0.17051944607895508,0.4713363985855559,0.017715104869717235,1.2811561019229663,2,10.0
6,TLearner,target,0.2355509081971236,0.4713363985855559,0.017715104869717235,1.7697540678762835,2,10.0
7,SLearner,target,0.23152104388164832,0.4713363985855559,0.017715104869717235,1.7394766691607013,2,10.0
8,DRLearner,radial_gan,0.11983931910064216,0.4713363985855559,0.017715104869717235,0.9003833782394024,2,10.0
9,TARNet,radial_gan,0.15808590880460957,0.4713363985855559,0.017715104869717235,1.18773976429225,2,10.0
10,TLearner,radial_gan,0.2006623871680235,0.4713363985855559,0.017715104869717235,1.507627708500221,2,10.0
11,SLearner,radial_gan,0.1453004101277559,0.4713363985855559,0.017715104869717235,1.0916790508508363,2,10.0
12,DRLearner,shared_source_target,0.23499157609708782,0.4713363985855559,0.017715104869717235,1.7655516631099062,2,10.0
13,TARNet,shared_source_target,0.2801197530708188,0.4713363985855559,0.017715104869717235,2.1046111699756773,2,10.0
14,TLearner,shared_source_target,0.2747560295413279,0.4713363985855559,0.017715104869717235,2.0643121466862557,2,10.0
15,SLearner,shared_source_target,0.2558789305852622,0.4713363985855559,0.017715104869717235,1.9224836862362427,2,10.0
0,DRLearner,htce,0.02561262260081314,0.4713363985855559,0.017715104869717235,0.1924341679839153,10,0.0
1,TARNet,htce,0.020023239848516682,0.4713363985855559,0.017715104869717235,0.1504397093825666,10,0.0
2,TLearner,htce,0.03145126273054574,0.4713363985855559,0.017715104869717235,0.23630136085337658,10,0.0
3,SLearner,htce,0.05335109349840551,0.4713363985855559,0.017715104869717235,0.4008403765755639,10,0.0
4,DRLearner,target,0.11161657869651502,0.4713363985855559,0.017715104869717235,0.8386038317682146,10,0.0
5,TARNet,target,0.1736899541790664,0.4713363985855559,0.017715104869717235,1.3049769381504839,10,0.0
6,TLearner,target,0.1891294464626684,0.4713363985855559,0.017715104869717235,1.4209777826557517,10,0.0
7,SLearner,target,0.1948790382405038,0.4713363985855559,0.017715104869717235,1.4641759325390746,10,0.0
8,DRLearner,radial_gan,0.10407005916213447,0.4713363985855559,0.017715104869717235,0.7819049052113229,10,0.0
9,TARNet,radial_gan,0.15047194327388425,0.4713363985855559,0.017715104869717235,1.130534098757756,10,0.0
10,TLearner,radial_gan,0.17203768615461118,0.4713363985855559,0.017715104869717235,1.292563026950216,10,0.0
11,SLearner,radial_gan,0.17661322862443385,0.4713363985855559,0.017715104869717235,1.3269402448547754,10,0.0
12,DRLearner,shared_source_target,0.2764334640238998,0.4713363985855559,0.017715104869717235,2.076915139906911,10,0.0
13,TARNet,shared_source_target,0.2990895585594069,0.4713363985855559,0.017715104869717235,2.2471361582561538,10,0.0
14,TLearner,shared_source_target,0.28496568226600183,0.4713363985855559,0.017715104869717235,2.141019872329899,10,0.0
15,SLearner,shared_source_target,0.26799458282691996,0.4713363985855559,0.017715104869717235,2.013511672516408,10,0.0
0,DRLearner,htce,0.027421544794328834,0.4713363985855559,0.017715104869717235,0.20602506192250714,10,0.5
1,TARNet,htce,0.0172786011575821,0.4713363985855559,0.017715104869717235,0.1298185386755227,10,0.5
2,TLearner,htce,0.023415297299123075,0.4713363985855559,0.017715104869717235,0.17592510240281745,10,0.5
3,SLearner,htce,0.047710534182352556,0.4713363985855559,0.017715104869717235,0.3584614153943644,10,0.5
4,DRLearner,target,0.10448795521984311,0.4713363985855559,0.017715104869717235,0.7850446649080269,10,0.5
5,TARNet,target,0.16912891953993817,0.4713363985855559,0.017715104869717235,1.2707087212792216,10,0.5
6,TLearner,target,0.20304071791572711,0.4713363985855559,0.017715104869717235,1.5254967141759763,10,0.5
7,SLearner,target,0.20377725341393754,0.4713363985855559,0.017715104869717235,1.5310304932816052,10,0.5
8,DRLearner,radial_gan,0.09695077741774301,0.4713363985855559,0.017715104869717235,0.7284159251690546,10,0.5
9,TARNet,radial_gan,0.11361899529670913,0.4713363985855559,0.017715104869717235,0.8536484985491674,10,0.5
10,TLearner,radial_gan,0.1442751699713023,0.4713363985855559,0.017715104869717235,1.08397615999246,10,0.5
11,SLearner,radial_gan,0.12523608892172944,0.4713363985855559,0.017715104869717235,0.9409306867484757,10,0.5
12,DRLearner,shared_source_target,0.28252330555882965,0.4713363985855559,0.017715104869717235,2.1226696730210217,10,0.5
13,TARNet,shared_source_target,0.2848217208801643,0.4713363985855559,0.017715104869717235,2.139938253710157,10,0.5
14,TLearner,shared_source_target,0.29525273447773887,0.4713363985855559,0.017715104869717235,2.218309120066281,10,0.5
15,SLearner,shared_source_target,0.29146672802015977,0.4713363985855559,0.017715104869717235,2.189863887650963,10,0.5
0,DRLearner,htce,0.026601107952698013,0.4713363985855559,0.017715104869717235,0.19986091061854946,10,1.0
1,TARNet,htce,0.023330976177727225,0.4713363985855559,0.017715104869717235,0.17529157630546394,10,1.0
2,TLearner,htce,0.02737948341211177,0.4713363985855559,0.017715104869717235,0.2057090440270599,10,1.0
3,SLearner,htce,0.05289039435428966,0.4713363985855559,0.017715104869717235,0.3973790263706059,10,1.0
4,DRLearner,target,0.10433322906627555,0.4713363985855559,0.017715104869717235,0.7838821678419835,10,1.0
5,TARNet,target,0.16258985537201984,0.4713363985855559,0.017715104869717235,1.2215790639161819,10,1.0
6,TLearner,target,0.21091731612202916,0.4713363985855559,0.017715104869717235,1.5846756060058669,10,1.0
7,SLearner,target,0.22682654594882198,0.4713363985855559,0.017715104869717235,1.7042057085142517,10,1.0
8,DRLearner,radial_gan,0.09528389771041675,0.4713363985855559,0.017715104869717235,0.7158922326675917,10,1.0
9,TARNet,radial_gan,0.14743056376706482,0.4713363985855559,0.017715104869717235,1.1076834385953895,10,1.0
10,TLearner,radial_gan,0.1468463683447916,0.4713363985855559,0.017715104869717235,1.1032942293458223,10,1.0
11,SLearner,radial_gan,0.165173763644392,0.4713363985855559,0.017715104869717235,1.2409926259824464,10,1.0
12,DRLearner,shared_source_target,0.2787566879282801,0.4713363985855559,0.017715104869717235,2.0943701138097235,10,1.0
13,TARNet,shared_source_target,0.2977962032504863,0.4713363985855559,0.017715104869717235,2.237418849854795,10,1.0
14,TLearner,shared_source_target,0.2764683891985725,0.4713363985855559,0.017715104869717235,2.077177541654463,10,1.0
15,SLearner,shared_source_target,0.2870604955740026,0.4713363985855559,0.017715104869717235,2.156758739149182,10,1.0
0,DRLearner,htce,0.03672401636345372,0.4713363985855559,0.017715104869717235,0.2759169041012047,10,2.0
1,TARNet,htce,0.03720586868628477,0.4713363985855559,0.017715104869717235,0.27953718353452467,10,2.0
2,TLearner,htce,0.029336027461778647,0.4713363985855559,0.017715104869717235,0.22040905863273216,10,2.0
3,SLearner,htce,0.06960774214876418,0.4713363985855559,0.017715104869717235,0.5229807253401333,10,2.0
4,DRLearner,target,0.10794958691072885,0.4713363985855559,0.017715104869717235,0.8110527869455258,10,2.0
5,TARNet,target,0.1722472328021009,0.4713363985855559,0.017715104869717235,1.2941374043730975,10,2.0
6,TLearner,target,0.20597865378995575,0.4713363985855559,0.017715104869717235,1.547570175935778,10,2.0
7,SLearner,target,0.23373310093068916,0.4713363985855559,0.017715104869717235,1.7560964181180616,10,2.0
8,DRLearner,radial_gan,0.2322120308841188,0.4713363985855559,0.017715104869717235,1.7446682307973407,10,2.0
9,TARNet,radial_gan,0.16205610577911547,0.4713363985855559,0.017715104869717235,1.2175688670525837,10,2.0
10,TLearner,radial_gan,0.17890727115878666,0.4713363985855559,0.017715104869717235,1.3441759716797153,10,2.0
11,SLearner,radial_gan,0.15544172941521164,0.4713363985855559,0.017715104869717235,1.1678733699471877,10,2.0
12,DRLearner,shared_source_target,0.27781239274579506,0.4713363985855559,0.017715104869717235,2.0872753831917445,10,2.0
13,TARNet,shared_source_target,0.264713514598718,0.4713363985855559,0.017715104869717235,1.9888601698400497,10,2.0
14,TLearner,shared_source_target,0.28669796861921554,0.4713363985855559,0.017715104869717235,2.154034981648692,10,2.0
15,SLearner,shared_source_target,0.28676483038468353,0.4713363985855559,0.017715104869717235,2.154537331150666,10,2.0
0,DRLearner,htce,0.051104770517881336,0.4713363985855559,0.017715104869717235,0.38396317893292203,10,5.0
1,TARNet,htce,0.11160058261224745,0.4713363985855559,0.017715104869717235,0.838483649106134,10,5.0
2,TLearner,htce,0.036754059363226954,0.4713363985855559,0.017715104869717235,0.2761426248231787,10,5.0
