,Learner,Method,PEHE,CATE true mean,CATE true var,Normalized PEHE,Selection bias source,Selection bias target
0,DRLearner,htce,0.049099440417493444,-1.1411063224576925,0.07092010421174498,0.18437068107068783,0,0.0
1,TARNet,htce,0.05249934776570282,-1.1411063224576925,0.07092010421174498,0.19713749120205673,0,0.0
2,TLearner,htce,0.03069619146109647,-1.1411063224576925,0.07092010421174498,0.11526562579605684,0,0.0
3,SLearner,htce,0.08255378940993785,-1.1411063224576925,0.07092010421174498,0.3099933166051629,0,0.0
4,DRLearner,target,0.21226155964193172,-1.1411063224576925,0.07092010421174498,0.7970520230688044,0,0.0
5,TARNet,target,0.17337376786464015,-1.1411063224576925,0.07092010421174498,0.65102655731299,0,0.0
6,TLearner,target,0.20551529836503707,-1.1411063224576925,0.07092010421174498,0.7717194983857182,0,0.0
7,SLearner,target,0.2606161755594374,-1.1411063224576925,0.07092010421174498,0.978625853520153,0,0.0
8,DRLearner,radial_gan,0.09413860261455112,-1.1411063224576925,0.07092010421174498,0.353494828688593,0,0.0
9,TARNet,radial_gan,0.22384543853250724,-1.1411063224576925,0.07092010421174498,0.8405500267595928,0,0.0
10,TLearner,radial_gan,0.15012685996558348,-1.1411063224576925,0.07092010421174498,0.5637333375595206,0,0.0
11,SLearner,radial_gan,0.1393528933947554,-1.1411063224576925,0.07092010421174498,0.5232765922767645,0,0.0
12,DRLearner,shared_source_target,0.09674747152505485,-1.1411063224576925,0.07092010421174498,0.36329125271631657,0,0.0
13,TARNet,shared_source_target,0.12310969526127818,-1.1411063224576925,0.07092010421174498,0.4622826282484428,0,0.0
14,TLearner,shared_source_target,0.10698714867452712,-1.1411063224576925,0.07092010421174498,0.4017417163863573,0,0.0
15,SLearner,shared_source_target,0.12177470563063837,-1.1411063224576925,0.07092010421174498,0.45726968013069447,0,0.0
0,DRLearner,htce,0.05081250081377342,-1.1411063224576925,0.07092010421174498,0.1908033024873839,0,0.5
1,TARNet,htce,0.05857946196846307,-1.1411063224576925,0.07092010421174498,0.21996860265706783,0,0.5
2,TLearner,htce,0.0530444568950231,-1.1411063224576925,0.07092010421174498,0.19918440132111426,0,0.5
3,SLearner,htce,0.08037168233915758,-1.1411063224576925,0.07092010421174498,0.30179940312289066,0,0.5
4,DRLearner,target,0.20184312556621514,-1.1411063224576925,0.07092010421174498,0.7579303188315082,0,0.5
5,TARNet,target,0.19483648502840334,-1.1411063224576925,0.07092010421174498,0.7316200579203962,0,0.5
6,TLearner,target,0.157199370068243,-1.1411063224576925,0.07092010421174498,0.5902909417484693,0,0.5
7,SLearner,target,0.34858599300039295,-1.1411063224576925,0.07092010421174498,1.3089566071365308,0,0.5
8,DRLearner,radial_gan,0.1257388324783822,-1.1411063224576925,0.07092010421174498,0.47215516070958774,0,0.5
9,TARNet,radial_gan,0.20817976681511027,-1.1411063224576925,0.07092010421174498,0.7817247012689741,0,0.5
10,TLearner,radial_gan,0.1497429466303134,-1.1411063224576925,0.07092010421174498,0.5622917251400308,0,0.5
