,Learner,Method,PEHE,CATE true mean,CATE true var,Normalized PEHE,Selection bias source,Selection bias target
0,DRLearner,htce,0.055991688760099544,0.1737617763121471,0.09943748399582747,0.17756137639223188,0,0.0
1,TARNet,htce,0.09281106377845816,0.1737617763121471,0.09943748399582747,0.29432332894152463,0,0.0
2,TLearner,htce,0.060676323195730526,0.1737617763121471,0.09943748399582747,0.19241733370848704,0,0.0
3,SLearner,htce,0.14560130838340893,0.1737617763121471,0.09943748399582747,0.46173225515375466,0,0.0
4,DRLearner,target,0.14626896068816808,0.1737617763121471,0.09943748399582747,0.4638495204981241,0,0.0
5,TARNet,target,0.1541771889144187,0.1737617763121471,0.09943748399582747,0.48892816912923326,0,0.0
6,TLearner,target,0.22389090103758355,0.1737617763121471,0.09943748399582747,0.7100049566331321,0,0.0
7,SLearner,target,0.33307285448402496,0.1737617763121471,0.09943748399582747,1.0562438067275735,0,0.0
8,DRLearner,radial_gan,0.17313556902870514,0.1737617763121471,0.09943748399582747,0.5490491646163111,0,0.0
9,TARNet,radial_gan,0.16348919218066194,0.1737617763121471,0.09943748399582747,0.5184584825299854,0,0.0
10,TLearner,radial_gan,0.1955768360723459,0.1737617763121471,0.09943748399582747,0.6202151242880624,0,0.0
11,SLearner,radial_gan,0.21630913121247886,0.1737617763121471,0.09943748399582747,0.6859615759913605,0,0.0
12,DRLearner,shared_source_target,0.44369954689661484,0.1737617763121471,0.09943748399582747,1.407064226784227,0,0.0
13,TARNet,shared_source_target,0.44712809873255527,0.1737617763121471,0.09943748399582747,1.4179368830034393,0,0.0
14,TLearner,shared_source_target,0.4304464716158416,0.1737617763121471,0.09943748399582747,1.3650359482951362,0,0.0
15,SLearner,shared_source_target,0.42310507908603817,0.1737617763121471,0.09943748399582747,1.341754854420424,0,0.0
0,DRLearner,htce,0.061991609537674824,0.1737617763121471,0.09943748399582747,0.19658838227653738,0,0.5
1,TARNet,htce,0.11661515537845468,0.1737617763121471,0.09943748399582747,0.3698110908193936,0,0.5
2,TLearner,htce,0.07577794114480005,0.1737617763121471,0.09943748399582747,0.2403077283039304,0,0.5
3,SLearner,htce,0.1217099068566275,0.1737617763121471,0.09943748399582747,0.3859676152049445,0,0.5
4,DRLearner,target,0.16697119654147452,0.1737617763121471,0.09943748399582747,0.5295006479048976,0,0.5
5,TARNet,target,0.1891576049582541,0.1737617763121471,0.09943748399582747,0.5998583974730958,0,0.5
6,TLearner,target,0.2310701916884289,0.1737617763121471,0.09943748399582747,0.732771991486212,0,0.5
7,SLearner,target,0.33067574675262384,0.1737617763121471,0.09943748399582747,1.0486420758712012,0,0.5
8,DRLearner,radial_gan,0.1575063387399107,0.1737617763121471,0.09943748399582747,0.4994856007466837,0,0.5
9,TARNet,radial_gan,0.1752502905658872,0.1737617763121471,0.09943748399582747,0.5557553896854848,0,0.5
10,TLearner,radial_gan,0.1964710737113683,0.1737617763121471,0.09943748399582747,0.623050939201359,0,0.5
11,SLearner,radial_gan,0.22484776153674438,0.1737617763121471,0.09943748399582747,0.7130393617566195,0,0.5
