,Learner,Method,PEHE,CATE true mean,CATE true var,Normalized PEHE,Selection bias source,Selection bias target
0,DRLearner,htce,0.027046606646067558,2.134321015960336,0.28258289095177624,0.050879150666966515,0,0.0
1,TARNet,htce,0.044704798171621846,2.134321015960336,0.28258289095177624,0.08409713615741087,0,0.0
2,TLearner,htce,0.025707529250564996,2.134321015960336,0.28258289095177624,0.04836012410470423,0,0.0
3,SLearner,htce,0.06253094298527649,2.134321015960336,0.28258289095177624,0.11763106962469737,0,0.0
4,DRLearner,target,0.4535446022492311,2.134321015960336,0.28258289095177624,0.8531925817534364,0,0.0
5,TARNet,target,0.42415020417723664,2.134321015960336,0.28258289095177624,0.7978968462165998,0,0.0
6,TLearner,target,0.2909101070623258,2.134321015960336,0.28258289095177624,0.5472501360875696,0,0.0
7,SLearner,target,0.4983864912062835,2.134321015960336,0.28258289095177624,0.9375476084040336,0,0.0
8,DRLearner,radial_gan,0.3071833980859922,2.134321015960336,0.28258289095177624,0.5778628941564603,0,0.0
9,TARNet,radial_gan,0.473575710810347,2.134321015960336,0.28258289095177624,0.890874417550592,0,0.0
10,TLearner,radial_gan,0.40927842105574963,2.134321015960336,0.28258289095177624,0.7699205568422505,0,0.0
11,SLearner,radial_gan,0.48500907079818234,2.134321015960336,0.28258289095177624,0.9123824630168177,0,0.0
12,DRLearner,shared_source_target,1.197814512002363,2.134321015960336,0.28258289095177624,2.2532876609904826,0,0.0
13,TARNet,shared_source_target,1.2362334520683167,2.134321015960336,0.28258289095177624,2.3255600560328755,0,0.0
14,TLearner,shared_source_target,1.2811656652530665,2.134321015960336,0.28258289095177624,2.410084997528985,0,0.0
15,SLearner,shared_source_target,1.2099598710219905,2.134321015960336,0.28258289095177624,2.2761350946648977,0,0.0
0,DRLearner,htce,0.036437767425850094,2.134321015960336,0.28258289095177624,0.06854548088372715,0,0.5
1,TARNet,htce,0.03493417573116667,2.134321015960336,0.28258289095177624,0.0657169756528678,0,0.5
2,TLearner,htce,0.07342369331443153,2.134321015960336,0.28258289095177624,0.13812213870508822,0,0.5
3,SLearner,htce,0.041742236706509075,2.134321015960336,0.28258289095177624,0.07852406693227251,0,0.5
4,DRLearner,target,0.5014991834100949,2.134321015960336,0.28258289095177624,0.9434030984361128,0,0.5
5,TARNet,target,0.32135050234999124,2.134321015960336,0.28258289095177624,0.6045135657839649,0,0.5
6,TLearner,target,0.3793924981327928,2.134321015960336,0.28258289095177624,0.7137001815797754,0,0.5
7,SLearner,target,0.49885219806261644,2.134321015960336,0.28258289095177624,0.9384236802018778,0,0.5
8,DRLearner,radial_gan,0.2668808043341807,2.134321015960336,0.28258289095177624,0.5020470342742335,0,0.5
9,TARNet,radial_gan,0.17794053734811735,2.134321015960336,0.28258289095177624,0.3347356482818585,0,0.5
10,TLearner,radial_gan,0.3174512802354463,2.134321015960336,0.28258289095177624,0.5971784826052865,0,0.5
11,SLearner,radial_gan,0.305479090852169,2.134321015960336,0.28258289095177624,0.574656809723495,0,0.5
