,Learner,Method,PEHE,CATE true mean,CATE true var,Normalized PEHE,Target dataset size
0,DRLearner,htce,0.208913993938585,-0.6890459965129381,0.2306148352370329,0.43503471174528213,50
1,TARNet,htce,0.3493023335783335,-0.6890459965129381,0.2306148352370329,0.7273741559164121,50
2,TLearner,htce,0.30270278280357854,-0.6890459965129381,0.2306148352370329,0.6303369888192443,50
3,SLearner,htce,0.4780975213561228,-0.6890459965129381,0.2306148352370329,0.9955724528938824,50
4,DRLearner,target,0.38781387741830897,-0.6890459965129381,0.2306148352370329,0.8075691589290619,50
5,TARNet,target,0.4424639313413224,-0.6890459965129381,0.2306148352370329,0.9213703936240023,50
6,TLearner,target,0.44549289222094696,-0.6890459965129381,0.2306148352370329,0.9276777888267506,50
7,SLearner,target,0.7564006096926865,-0.6890459965129381,0.2306148352370329,1.5751004276829264,50
8,DRLearner,radial_gan,0.6340962528594621,-0.6890459965129381,0.2306148352370329,1.320418395057696,50
9,TARNet,radial_gan,0.3979042113162538,-0.6890459965129381,0.2306148352370329,0.8285808940261206,50
10,TLearner,radial_gan,0.6673626529155251,-0.6890459965129381,0.2306148352370329,1.389691106216753,50
11,SLearner,radial_gan,0.7947841752150524,-0.6890459965129381,0.2306148352370329,1.6550289334185804,50
12,DRLearner,shared_source_target,0.2877891146129975,-0.6890459965129381,0.2306148352370329,0.5992813222263138,50
13,TARNet,shared_source_target,0.2688796939962543,-0.6890459965129381,0.2306148352370329,0.5599050497603656,50
14,TLearner,shared_source_target,0.2889864763666142,-0.6890459965129381,0.2306148352370329,0.6017746636991333,50
15,SLearner,shared_source_target,0.2972649778488284,-0.6890459965129381,0.2306148352370329,0.6190135065267549,50
0,DRLearner,htce,0.14091574000365073,-0.568126827253691,0.11707246254865655,0.41184341731947555,100
1,TARNet,htce,0.15005170189101735,-0.568126827253691,0.11707246254865655,0.43854437893026565,100
2,TLearner,htce,0.17234216528045782,-0.568126827253691,0.11707246254865655,0.5036909737372331,100
3,SLearner,htce,0.21567116018705107,-0.568126827253691,0.11707246254865655,0.6303252399369296,100
4,DRLearner,target,0.22305739894286475,-0.568126827253691,0.11707246254865655,0.6519124225345092,100
5,TARNet,target,0.2720503259313288,-0.568126827253691,0.11707246254865655,0.7951002202559692,100
6,TLearner,target,0.29898036546466333,-0.568126827253691,0.11707246254865655,0.8738065415630832,100
7,SLearner,target,0.476654847926631,-0.568126827253691,0.11707246254865655,1.3930818618765575,100
8,DRLearner,radial_gan,0.2319266251385293,-0.568126827253691,0.11707246254865655,0.6778338165910374,100
9,TARNet,radial_gan,0.3060151860616868,-0.568126827253691,0.11707246254865655,0.8943666617798349,100
10,TLearner,radial_gan,0.3109897506838651,-0.568126827253691,0.11707246254865655,0.9089054329179731,100
11,SLearner,radial_gan,0.45138650177274026,-0.568126827253691,0.11707246254865655,1.3192320419078287,100
12,DRLearner,shared_source_target,0.26357341830829,-0.568126827253691,0.11707246254865655,0.770325425022425,100
13,TARNet,shared_source_target,0.25680840161317847,-0.568126827253691,0.11707246254865655,0.7505538395780604,100
14,TLearner,shared_source_target,0.2924950156247148,-0.568126827253691,0.11707246254865655,0.8548523165735432,100
15,SLearner,shared_source_target,0.29517781042138824,-0.568126827253691,0.11707246254865655,0.8626931112001781,100
0,DRLearner,htce,0.09505784085521075,-0.6824197949703965,0.15454558804794818,0.24180186143220245,200
1,TARNet,htce,0.1338362653131044,-0.6824197949703965,0.15454558804794818,0.34044385806253863,200
2,TLearner,htce,0.11213738266761233,-0.6824197949703965,0.15454558804794818,0.28524767258773165,200
3,SLearner,htce,0.2532329512367051,-0.6824197949703965,0.15454558804794818,0.6441572671345701,200
4,DRLearner,target,0.3165695641140838,-0.6824197949703965,0.15454558804794818,0.8052687625438567,200
5,TARNet,target,0.29775447997446364,-0.6824197949703965,0.15454558804794818,0.7574081933679445,200
6,TLearner,target,0.342143559590415,-0.6824197949703965,0.15454558804794818,0.8703222042673505,200
7,SLearner,target,0.48596276116509,-0.6824197949703965,0.15454558804794818,1.2361599966849055,200
8,DRLearner,radial_gan,0.22946127115932496,-0.6824197949703965,0.15454558804794818,0.5836884363640863,200
9,TARNet,radial_gan,0.30535466117891685,-0.6824197949703965,0.15454558804794818,0.7767410326784651,200
10,TLearner,radial_gan,0.2762245493075674,-0.6824197949703965,0.15454558804794818,0.7026417767848941,200
11,SLearner,radial_gan,0.42486128911767274,-0.6824197949703965,0.15454558804794818,1.0807341049921078,200
12,DRLearner,shared_source_target,0.25075942299217874,-0.6824197949703965,0.15454558804794818,0.6378652692472774,200
13,TARNet,shared_source_target,0.25188878062324416,-0.6824197949703965,0.15454558804794818,0.6407380546478023,200
14,TLearner,shared_source_target,0.24756509936223312,-0.6824197949703965,0.15454558804794818,0.6297397596334601,200
15,SLearner,shared_source_target,0.24240291794191576,-0.6824197949703965,0.15454558804794818,0.6166085432576882,200
0,DRLearner,htce,0.028147150012059672,-0.5986129148145071,0.10216545566043331,0.08806075194887093,300
1,TARNet,htce,0.07749681892264276,-0.5986129148145071,0.10216545566043331,0.24245538695922958,300
2,TLearner,htce,0.04251306389020984,-0.5986129148145071,0.10216545566043331,0.1330057349400655,300
3,SLearner,htce,0.13158108546777425,-0.5986129148145071,0.10216545566043331,0.41166261321577274,300
4,DRLearner,target,0.21226237316034074,-0.5986129148145071,0.10216545566043331,0.6640808814726481,300
5,TARNet,target,0.2614871105227829,-0.5986129148145071,0.10216545566043331,0.8180846575126771,300
6,TLearner,target,0.27545571097511157,-0.5986129148145071,0.10216545566043331,0.8617866116706778,300
7,SLearner,target,0.3821501530309887,-0.5986129148145071,0.10216545566043331,1.1955892450520407,300
8,DRLearner,radial_gan,0.15834568280186645,-0.5986129148145071,0.10216545566043331,0.49539793156377904,300
9,TARNet,radial_gan,0.17671978597378046,-0.5986129148145071,0.10216545566043331,0.5528828755460875,300
10,TLearner,radial_gan,0.18936446266029308,-0.5986129148145071,0.10216545566043331,0.5924428216396557,300
11,SLearner,radial_gan,0.1810454547578793,-0.5986129148145071,0.10216545566043331,0.5664160981155588,300
12,DRLearner,shared_source_target,0.24838221395270577,-0.5986129148145071,0.10216545566043331,0.7770848743844126,300
13,TARNet,shared_source_target,0.2430238141659539,-0.5986129148145071,0.10216545566043331,0.7603206650679502,300
14,TLearner,shared_source_target,0.2399269371033359,-0.5986129148145071,0.10216545566043331,0.750631821873861,300
15,SLearner,shared_source_target,0.23713252567009485,-0.5986129148145071,0.10216545566043331,0.7418892681176087,300
0,DRLearner,htce,0.048312030243557694,-0.6448600933331237,0.12822087390754755,0.13491987252711005,500
1,TARNet,htce,0.08256515347821498,-0.6448600933331237,0.12822087390754755,0.23057776554417303,500
2,TLearner,htce,0.03618033977775639,-0.6448600933331237,0.12822087390754755,0.10103998540722374,500
3,SLearner,htce,0.05744382136036184,-0.6448600933331237,0.12822087390754755,0.16042201117067706,500
4,DRLearner,target,0.2070994409472876,-0.6448600933331237,0.12822087390754755,0.5783617461774914,500
5,TARNet,target,0.1976974961034788,-0.6448600933331237,0.12822087390754755,0.5521051555635468,500
6,TLearner,target,0.29756627865507707,-0.6448600933331237,0.12822087390754755,0.8310063597433499,500
