,Learner,Method,PEHE,CATE true mean,CATE true var,Normalized PEHE
0,DRLearner,htce,0.042765156267867095,0.40338819442753393,0.11070041626140759,0.12853323443581852
1,TARNet,htce,0.06582764643098989,0.40338819442753393,0.11070041626140759,0.19784892771291135
2,TLearner,htce,0.06459010651780693,0.40338819442753393,0.11070041626140759,0.1941294275013724
3,SLearner,htce,0.07638345315241164,0.40338819442753393,0.11070041626140759,0.22957503603075102
4,DRLearner,target,0.164129298759788,0.40338819442753393,0.11070041626140759,0.4933004220337551
5,TARNet,target,0.16253300112599148,0.40338819442753393,0.11070041626140759,0.4885026540399018
6,TLearner,target,0.28044625359248865,0.40338819442753393,0.11070041626140759,0.84289798530995
7,SLearner,target,0.2777174982249841,0.40338819442753393,0.11070041626140759,0.8346965478786784
8,DRLearner,radial_gan,0.12416375231518874,0.40338819442753393,0.11070041626140759,0.37318158233296267
9,TARNet,radial_gan,0.22173541319255044,0.40338819442753393,0.11070041626140759,0.6664390436944526
10,TLearner,radial_gan,0.24331020781326668,0.40338819442753393,0.11070041626140759,0.7312833790575574
11,SLearner,radial_gan,0.23765236449056137,0.40338819442753393,0.11070041626140759,0.7142783926231963
12,DRLearner,shared_source_target,0.47089798359938884,0.40338819442753393,0.11070041626140759,1.4153120484868322
13,TARNet,shared_source_target,0.5133262541452829,0.40338819442753393,0.11070041626140759,1.542832752740153
14,TLearner,shared_source_target,0.4791487991497785,0.40338819442753393,0.11070041626140759,1.4401103680061687
15,SLearner,shared_source_target,0.4929779903966847,0.40338819442753393,0.11070041626140759,1.4816748292573476
