,Learner,Method,PEHE,CATE true mean,CATE true var,Normalized PEHE
0,DRLearner,htce,0.061877161417742,0.1737617763121471,0.09943748399582747,0.19622544330915162
1,TARNet,htce,0.10409922955875568,0.1737617763121471,0.09943748399582747,0.33012046771833614
2,TLearner,htce,0.05432828929958458,0.1737617763121471,0.09943748399582747,0.1722863881888111
3,SLearner,htce,0.13582286829861284,0.1737617763121471,0.09943748399582747,0.43072277287390137
4,DRLearner,target,0.18093774294677456,0.1737617763121471,0.09943748399582747,0.5737914928157637
5,TARNet,target,0.15981199469941995,0.1737617763121471,0.09943748399582747,0.5067973188734846
6,TLearner,target,0.23487235680305185,0.1737617763121471,0.09943748399582747,0.7448294536912826
7,SLearner,target,0.31841099243392473,0.1737617763121471,0.09943748399582747,1.009747970225067
8,DRLearner,radial_gan,0.16861599607884295,0.1737617763121471,0.09943748399582747,0.5347166518549796
9,TARNet,radial_gan,0.31083984372650414,0.1737617763121471,0.09943748399582747,0.9857382713727996
10,TLearner,radial_gan,0.32435848701193354,0.1737617763121471,0.09943748399582747,1.0286087216462516
11,SLearner,radial_gan,0.34769216299722894,0.1737617763121471,0.09943748399582747,1.102604697048799
12,DRLearner,shared_source_target,0.438269555142447,0.1737617763121471,0.09943748399582747,1.3898445852442207
13,TARNet,shared_source_target,0.46837851016954374,0.1737617763121471,0.09943748399582747,1.4853263900393796
14,TLearner,shared_source_target,0.43433127774643027,0.1737617763121471,0.09943748399582747,1.377355482476714
15,SLearner,shared_source_target,0.4282820667728429,0.1737617763121471,0.09943748399582747,1.3581721670536115
