,Learner,Method,PEHE,CATE true mean,CATE true var,Normalized PEHE
0,DRLearner,htce,0.0328919963237935,-1.7372353292093925,0.2070440033448482,0.07228678419390475
1,TARNet,htce,0.055216428146407266,-1.7372353292093925,0.2070440033448482,0.12134921778798412
2,TLearner,htce,0.052866993296967334,-1.7372353292093925,0.2070440033448482,0.11618586168556813
3,SLearner,htce,0.1061017678326673,-1.7372353292093925,0.2070440033448482,0.23317999669006523
4,DRLearner,target,0.2056511713393028,-1.7372353292093925,0.2070440033448482,0.45195985356091645
5,TARNet,target,0.16134338798147393,-1.7372353292093925,0.2070440033448482,0.3545845789753249
6,TLearner,target,0.2636495689972919,-1.7372353292093925,0.2070440033448482,0.5794230094552437
7,SLearner,target,0.4633765221692391,-1.7372353292093925,0.2070440033448482,1.0183632008477237
8,DRLearner,radial_gan,0.15326576599625485,-1.7372353292093925,0.2070440033448482,0.3368323783640447
9,TARNet,radial_gan,0.1976690354117166,-1.7372353292093925,0.2070440033448482,0.43441750278586044
10,TLearner,radial_gan,0.1976500645507966,-1.7372353292093925,0.2070440033448482,0.4343758104995122
11,SLearner,radial_gan,0.19188382123415607,-1.7372353292093925,0.2070440033448482,0.4217033298712076
12,DRLearner,shared_source_target,0.3459369880244533,-1.7372353292093925,0.2070440033448482,0.7602661800105965
13,TARNet,shared_source_target,0.3649263207768846,-1.7372353292093925,0.2070440033448482,0.8019990619296024
14,TLearner,shared_source_target,0.3753416942717602,-1.7372353292093925,0.2070440033448482,0.8248889421518726
15,SLearner,shared_source_target,0.34722473941799675,-1.7372353292093925,0.2070440033448482,0.7630962729658587
