,Learner,Method,PEHE,CATE true mean,CATE true var,Normalized PEHE
0,DRLearner,htce,0.04180483353575185,0.10027550675759235,0.09004862191286217,0.13931181904959355
1,TARNet,htce,0.07241136027707536,0.10027550675759235,0.09004862191286217,0.24130602772111776
2,TLearner,htce,0.036798926084136874,0.10027550675759235,0.09004862191286217,0.12262996640013879
3,SLearner,htce,0.20531331563831068,0.10027550675759235,0.09004862191286217,0.6841929283659332
4,DRLearner,target,0.11275077777332176,0.10027550675759235,0.09004862191286217,0.37573444557373337
5,TARNet,target,0.12361469505347937,0.10027550675759235,0.09004862191286217,0.41193772520188293
6,TLearner,target,0.16661292687688242,0.10027550675759235,0.09004862191286217,0.5552264644361048
7,SLearner,target,0.22264104564869278,0.10027550675759235,0.09004862191286217,0.741936432730856
8,DRLearner,radial_gan,0.30648165528825505,0.10027550675759235,0.09004862191286217,1.0213296715324287
9,TARNet,radial_gan,0.14910147601930135,0.10027550675759235,0.09004862191286217,0.49687072260350407
10,TLearner,radial_gan,0.1694774946464576,0.10027550675759235,0.09004862191286217,0.5647724454392122
11,SLearner,radial_gan,0.2305211250188231,0.10027550675759235,0.09004862191286217,0.7681962715690898
12,DRLearner,shared_source_target,0.20361595131485422,0.10027550675759235,0.09004862191286217,0.6785365749854472
13,TARNet,shared_source_target,0.24256763034949172,0.10027550675759235,0.09004862191286217,0.808340446987725
14,TLearner,shared_source_target,0.22424140515514004,0.10027550675759235,0.09004862191286217,0.7472695240296363
15,SLearner,shared_source_target,0.2415447103428214,0.10027550675759235,0.09004862191286217,0.8049316343022351
